	winner	outcome	loser	duration	matchtype	date	city	state
5	Adam Rose	def. (pin)	"Damien ""Miz-dow"""		&nbsp;	Sep 13th 2014	Jackson	Mississippi
6	Rusev	def. (sub)	Jack Swagger		&nbsp;	Sep 13th 2014	Jackson	Mississippi
7	Roman Reigns	def. (pin)	Randy Orton		street fight	Sep 13th 2014	Jackson	Mississippi
0	Sin Cara	def. (pin)	Heath Slater		&nbsp;	Sep 13th 2014	Springfield	Massachusetts
1	The Great Khali	def. (pin)	Heath Slater		&nbsp;	Sep 13th 2014	Springfield	Massachusetts
2	Mark Henry	def. (pin)	Cesaro		&nbsp;	Sep 13th 2014	Springfield	Massachusetts
3	Paige	def. (sub)	Natalya		submission	Sep 13th 2014	Springfield	Massachusetts
4	Jey Uso	def. (pin)	Bray Wyatt		6-person tag	Sep 13th 2014	Springfield	Massachusetts
5	Adrian Neville	def. (pin)	Tyler Breeze		&nbsp;	Sep 13th 2014	Springfield	Massachusetts
6	Goldust	def. (pin)	Big E		&nbsp;	Sep 13th 2014	Springfield	Massachusetts
7	John Cena	def. (pin)	Kane		street fight	Sep 13th 2014	Springfield	Massachusetts
0	Mark Henry	def. (pin)	Cesaro		&nbsp;	Sep 12th 2014	White Plains	New York
1	Goldust	def. (pin)	Big E		&nbsp;	Sep 12th 2014	White Plains	New York
2	The Great Khali	def. (pin)	Heath Slater		&nbsp;	Sep 12th 2014	White Plains	New York
3	Jey Uso	def. (pin)	Erick Rowan		&nbsp;	Sep 12th 2014	White Plains	New York
4	Paige	def. (pin)	Natalya		2 out of 3 falls	Sep 12th 2014	White Plains	New York
5	The Big Show	def. (pin)	Bray Wyatt		&nbsp;	Sep 12th 2014	White Plains	New York
6	John Cena	def. (pin)	Kane		street fight	Sep 12th 2014	White Plains	New York
0	Adrian Neville	def. (pin)	Tyler Breeze		dark &nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
1	Jey Uso	def. (pin)	Erick Rowan		8-person tag	Sep 9th 2014	Wilkes-Barre	Pennsylvania
2	Bo Dallas	def. (pin)	Justin Gabriel		&nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
3	Paige	def. (pin)	Summer Rae		&nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
4	Mark Henry	def.	Rusev		arm wrestling	Sep 9th 2014	Wilkes-Barre	Pennsylvania
5	Rusev	def.	Mark Henry		arm wrestling	Sep 9th 2014	Wilkes-Barre	Pennsylvania
6	Dolph Ziggler	def. (pin)	"Damien ""Miz-dow"""		&nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
7	Chris Jericho	def. (pin)	Randy Orton		&nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
0	Sami Zayn	def. (pin)	Tyson Kidd		dark &nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
1	Seth Rollins	def. (pin)	Jack Swagger	09:05	&nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
2	Cesaro	def. (sub)	Zack Ryder	02:30	&nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
3	Adam Rose	def. (pin)	Titus O&#39;Neil	02:00	&nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
4	Konnor	def. (pin)	Diego	04:06	&nbsp;	Sep 9th 2014	Wilkes-Barre	Pennsylvania
0	Bray Wyatt	def.	Chris Jericho	17:01	steel cage	Sep 8th 2014	Baltimore	Maryland
1	A. J. Lee	def. (sub)	Natalya	02:36	&nbsp;	Sep 8th 2014	Baltimore	Maryland
2	Seth Rollins	def. (pin)	Sheamus	09:57	&nbsp;	Sep 8th 2014	Baltimore	Maryland
3	Adrian Neville	def. (pin)	Tyler Breeze	04:27	&nbsp;	Sep 8th 2014	Baltimore	Maryland
4	Goldust	def. (pin)	Diego	02:13	&nbsp;	Sep 8th 2014	Baltimore	Maryland
5	Adam Rose	def. (pin)	Titus O&#39;Neil	01:21	&nbsp;	Sep 8th 2014	Baltimore	Maryland
6	Roman Reigns	def. (DQ)	Randy Orton	20:30	&nbsp;	Sep 8th 2014	Baltimore	Maryland
7	John Cena	def. (pin)	Bray Wyatt	08:00	dark 6-person tag	Sep 8th 2014	Baltimore	Maryland
0	Naomi	def. (pin)	Summer Rae		&nbsp;	Sep 8th 2014	Baltimore	Maryland
1	Justin Gabriel	def. (pin)	Sin Cara		&nbsp;	Sep 8th 2014	Baltimore	Maryland
0	R-Truth	def. (pin)	Fandango		&nbsp;	Sep 7th 2014	Salisbury	Maryland
1	R-Truth	def. (pin)	Fandango		&nbsp;	Sep 7th 2014	Salisbury	Maryland
2	Big E	def. (pin)	Konnor		&nbsp;	Sep 7th 2014	Salisbury	Maryland
3	Sami Zayn	def. (pin)	Tyson Kidd		&nbsp;	Sep 7th 2014	Salisbury	Maryland
4	Adam Rose	def. (pin)	"Damien ""Miz-dow"""		&nbsp;	Sep 7th 2014	Salisbury	Maryland
5	Dolph Ziggler	def. (pin)	Bo Dallas		&nbsp;	Sep 7th 2014	Salisbury	Maryland
6	Brie Bella	def. (pin)	Alicia Fox		6-person tag	Sep 7th 2014	Salisbury	Maryland
7	The Big Show	def. (DQ)	Rusev		&nbsp;	Sep 7th 2014	Salisbury	Maryland
8	Roman Reigns	def.	Seth Rollins		tables	Sep 7th 2014	Salisbury	Maryland
0	Goldust	def. (pin)	Diego		&nbsp;	Sep 7th 2014	State College	Pennsylvania
1	Adrian Neville	def. (pin)	Tyler Breeze		&nbsp;	Sep 7th 2014	State College	Pennsylvania
2	Sin Cara	def.	Heath Slater		dance-off	Sep 7th 2014	State College	Pennsylvania
3	Sin Cara	def. (pin)	Titus O&#39;Neil		&nbsp;	Sep 7th 2014	State College	Pennsylvania
4	Sheamus	def. (pin)	Cesaro		&nbsp;	Sep 7th 2014	State College	Pennsylvania
5	Paige	def. (pin)	Natalya		&nbsp;	Sep 7th 2014	State College	Pennsylvania
6	Jey Uso	def. (pin)	Bray Wyatt		6-person tag	Sep 7th 2014	State College	Pennsylvania
7	John Cena	def. (pin)	Kane		street fight	Sep 7th 2014	State College	Pennsylvania
0	R-Truth	def. (pin)	Fandango		&nbsp;	Sep 6th 2014	Hampton	Virginia
1	Big E	def. (pin)	Konnor		&nbsp;	Sep 6th 2014	Hampton	Virginia
2	Sami Zayn	def. (pin)	Tyson Kidd		&nbsp;	Sep 6th 2014	Hampton	Virginia
3	Brie Bella	def. (pin)	Alicia Fox		6-person tag	Sep 6th 2014	Hampton	Virginia
4	Dolph Ziggler	def. (pin)	Bo Dallas		&nbsp;	Sep 6th 2014	Hampton	Virginia
5	Adam Rose	def. (pin)	"Damien ""Miz-dow"""		&nbsp;	Sep 6th 2014	Hampton	Virginia
6	The Big Show	def. (DQ)	Rusev		&nbsp;	Sep 6th 2014	Hampton	Virginia
7	Roman Reigns	def.	Seth Rollins		tables	Sep 6th 2014	Hampton	Virginia
0	Goldust	def. (pin)	Diego	11:25	&nbsp;	Sep 6th 2014	Dayton	Ohio
1	Adrian Neville	def. (pin)	Tyler Breeze	04:44	&nbsp;	Sep 6th 2014	Dayton	Ohio
2	Heath Slater	draw (NC)	Sin Cara		dance-off	Sep 6th 2014	Dayton	Ohio
3	Sin Cara	def. (pin)	Titus O&#39;Neil	01:48	&nbsp;	Sep 6th 2014	Dayton	Ohio
4	Sheamus	def. (pin)	Cesaro	18:49	&nbsp;	Sep 6th 2014	Dayton	Ohio
5	Paige	def. (pin)	Natalya	09:29	&nbsp;	Sep 6th 2014	Dayton	Ohio
6	Jey Uso	def. (pin)	Bray Wyatt	11:21	6-person tag	Sep 6th 2014	Dayton	Ohio
7	John Cena	def. (pin)	Kane	15:40	street fight	Sep 6th 2014	Dayton	Ohio
0	Goldust	def. (pin)	Diego		&nbsp;	Sep 5th 2014	Terre Haute	Indiana
1	Jimmy Uso	def. (pin)	Erick Rowan		&nbsp;	Sep 5th 2014	Terre Haute	Indiana
2	Adrian Neville	def. (pin)	Tyler Breeze		&nbsp;	Sep 5th 2014	Terre Haute	Indiana
3	Paige	def.	Natalya		&nbsp;	Sep 5th 2014	Terre Haute	Indiana
4	Sin Cara	def. (pin)	Titus O&#39;Neil		&nbsp;	Sep 5th 2014	Terre Haute	Indiana
5	Sheamus	def. (pin)	Cesaro		&nbsp;	Sep 5th 2014	Terre Haute	Indiana
6	John Cena	def. (pin)	Kane		street fight	Sep 5th 2014	Terre Haute	Indiana
0	Adam Rose	def. (pin)	Titus O&#39;Neil		dark &nbsp;	Sep 2nd 2014	Lincoln	Nebraska
1	Adam Rose	def. (pin)	Titus O&#39;Neil		dark &nbsp;	Sep 2nd 2014	Lincoln	Nebraska
2	Dolph Ziggler	def. (pin)	Cesaro		&nbsp;	Sep 2nd 2014	Lincoln	Nebraska
3	Jimmy Uso	def. (pin)	Heath Slater		&nbsp;	Sep 2nd 2014	Lincoln	Nebraska
4	Paige	def. (pin)	Brie Bella		&nbsp;	Sep 2nd 2014	Lincoln	Nebraska
5	Bo Dallas	def. (pin)	Zack Ryder		&nbsp;	Sep 2nd 2014	Lincoln	Nebraska
6	Chris Jericho	draw (NC)	Bray Wyatt		10-person tag	Sep 2nd 2014	Lincoln	Nebraska
0	Dolph Ziggler	def. (pin)	"Damien ""Miz-dow"""	06:19	&nbsp;	Sep 2nd 2014	Lincoln	Nebraska
1	Layla	def. (pin)	Natalya	04:58	&nbsp;	Sep 2nd 2014	Lincoln	Nebraska
2	Goldust	def. (pin)	Diego	12:40	&nbsp;	Sep 2nd 2014	Lincoln	Nebraska
0	Cesaro	def. (pin)	Dolph Ziggler	11:17	&nbsp;	Sep 1st 2014	Des Moines	Iowa
1	Cameron	draw (NC)	Layla	01:04	6-person tag	Sep 1st 2014	Des Moines	Iowa
2	Mark Henry	def. (DQ)	Erick Rowan	11:20	&nbsp;	Sep 1st 2014	Des Moines	Iowa
3	Jack Swagger	def. (sub)	Curtis Axel	02:35	&nbsp;	Sep 1st 2014	Des Moines	Iowa
4	Adam Rose	def. (pin)	Titus O&#39;Neil	01:53	&nbsp;	Sep 1st 2014	Des Moines	Iowa
5	Rusev	def. (sub)	Zack Ryder	00:55	&nbsp;	Sep 1st 2014	Des Moines	Iowa
6	Goldust	def. (pin)	Jimmy Uso	02:13	&nbsp;	Sep 1st 2014	Des Moines	Iowa
7	Chris Jericho	def. (pin)	Kane	22:51	6-person tag	Sep 1st 2014	Des Moines	Iowa
0	Alicia Fox	def. (pin)	Emma		&nbsp;	Sep 1st 2014	Des Moines	Iowa
1	Sin Cara	def. (pin)	Justin Gabriel		&nbsp;	Sep 1st 2014	Des Moines	Iowa
0	Roman Reigns	def. (DQ)	Bray Wyatt	04:24	&nbsp;	Aug 26th 2014	Ontario	California
1	Seth Rollins	def. (pin)	Rob Van Dam	08:39	&nbsp;	Aug 26th 2014	Ontario	California
2	Paige	def. (sub)	Emma	01:04	&nbsp;	Aug 26th 2014	Ontario	California
3	Rusev	def. (sub)	Jack Swagger	10:09	submission	Aug 26th 2014	Ontario	California
4	Jey Uso	def. (pin)	Stardust	00:58	&nbsp;	Aug 26th 2014	Ontario	California
5	Sheamus	def. (pin)	"Damien ""Miz-dow"""	01:45	&nbsp;	Aug 26th 2014	Ontario	California
6	Mark Henry	def. (pin)	Bray Wyatt	16:28	6-person tag	Aug 26th 2014	Ontario	California
0	R-Truth	def.	Fandango		dark &nbsp;	Aug 26th 2014	Ontario	California
1	Rob Van Dam	def. (CO)	Seth Rollins	10:29	&nbsp;	Aug 26th 2014	Ontario	California
2	Adam Rose	def. (pin)	Curtis Axel	04:54	&nbsp;	Aug 26th 2014	Ontario	California
3	Goldust	def. (pin)	Diego	09:20	&nbsp;	Aug 26th 2014	Ontario	California
0	Rusev	def.	Jack Swagger	12:35	&nbsp;	Aug 25th 2014	Anaheim	California
1	Cesaro	def. (pin)	Rob Van Dam	04:35	&nbsp;	Aug 25th 2014	Anaheim	California
2	Paige	def. (pin)	Natalya	02:52	&nbsp;	Aug 25th 2014	Anaheim	California
3	Goldust	def. (CO)	Jey Uso	07:49	&nbsp;	Aug 25th 2014	Anaheim	California
4	Dolph Ziggler	def. (pin)	"Damien ""Miz-dow"""	02:20	&nbsp;	Aug 25th 2014	Anaheim	California
5	Roman Reigns	def. (DQ)	Kane	02:38	handicap tag	Aug 25th 2014	Anaheim	California
6	Diego	def. (pin)	Heath Slater	04:01	&nbsp;	Aug 25th 2014	Anaheim	California
7	Bo Dallas	def. (pin)	Kofi Kingston	01:39	&nbsp;	Aug 25th 2014	Anaheim	California
8	John Cena	def. (DQ)	Bray Wyatt	04:23	&nbsp;	Aug 25th 2014	Anaheim	California
9	John Cena	def. (sub)	Bray Wyatt	06:47	6-person tag	Aug 25th 2014	Anaheim	California
0	Adam Rose	def. (pin)	Curtis Axel		&nbsp;	Aug 25th 2014	Anaheim	California
1	Fandango	def. (pin)	R-Truth		&nbsp;	Aug 25th 2014	Anaheim	California
0	Sin Cara	def. (pin)	Fandango		&nbsp;	Aug 24th 2014	Fresno	California
1	Jey Uso	def. (pin)	Big E		three-way tag	Aug 24th 2014	Fresno	California
2	Bo Dallas	def. (pin)	Zack Ryder		&nbsp;	Aug 24th 2014	Fresno	California
3	Sheamus	def. (pin)	Bray Wyatt		&nbsp;	Aug 24th 2014	Fresno	California
4	Emma	def. (pin)	Alicia Fox		&nbsp;	Aug 24th 2014	Fresno	California
5	Dolph Ziggler	def. (pin)	The Miz		&nbsp;	Aug 24th 2014	Fresno	California
6	John Cena	def. (pin)	Kane		street fight	Aug 24th 2014	Fresno	California
0	R-Truth	def. (pin)	Damien Sandow	03:10	&nbsp;	Aug 24th 2014	Bakersfield	California
1	Adam Rose	def. (pin)	Damien Sandow	00:33	&nbsp;	Aug 24th 2014	Bakersfield	California
2	Goldust	def. (pin)	Heath Slater	09:41	&nbsp;	Aug 24th 2014	Bakersfield	California
3	The Great Khali	def. (pin)	Damien Sandow	00:15	&nbsp;	Aug 24th 2014	Bakersfield	California
4	Paige	def. (pin)	Natalya	10:09	&nbsp;	Aug 24th 2014	Bakersfield	California
5	The Big Show	def. (pin)	Cesaro	11:58	&nbsp;	Aug 24th 2014	Bakersfield	California
6	Rob Van Dam	def. (pin)	Curtis Axel		&nbsp;	Aug 24th 2014	Bakersfield	California
7	Rusev	def. (sub)	Jack Swagger		&nbsp;	Aug 24th 2014	Bakersfield	California
8	Roman Reigns	def.	Seth Rollins		tables	Aug 24th 2014	Bakersfield	California
0	R-Truth	def. (pin)	Damien Sandow		&nbsp;	Aug 23rd 2014	San Diego	California
1	Adam Rose	def. (pin)	Damien Sandow		&nbsp;	Aug 23rd 2014	San Diego	California
2	Goldust	def. (pin)	Heath Slater		&nbsp;	Aug 23rd 2014	San Diego	California
3	The Great Khali	def. (pin)	Damien Sandow		&nbsp;	Aug 23rd 2014	San Diego	California
4	The Big Show	def. (pin)	Cesaro		&nbsp;	Aug 23rd 2014	San Diego	California
5	Rob Van Dam	def. (pin)	Curtis Axel		&nbsp;	Aug 23rd 2014	San Diego	California
6	Paige	def.	Natalya		&nbsp;	Aug 23rd 2014	San Diego	California
7	Rusev	def. (sub)	Jack Swagger		&nbsp;	Aug 23rd 2014	San Diego	California
8	Roman Reigns	def.	Seth Rollins		tables	Aug 23rd 2014	San Diego	California
0	Zack Ryder	def. (pin)	Fandango		&nbsp;	Aug 23rd 2014	Sacramento	California
1	Jey Uso	def. (pin)	Erick Rowan		three-way tag	Aug 23rd 2014	Sacramento	California
2	Bo Dallas	def. (pin)	Sin Cara		&nbsp;	Aug 23rd 2014	Sacramento	California
3	Sheamus	def. (pin)	Bray Wyatt		&nbsp;	Aug 23rd 2014	Sacramento	California
4	Emma	def. (pin)	Alicia Fox		&nbsp;	Aug 23rd 2014	Sacramento	California
5	Dolph Ziggler	def. (pin)	The Miz		&nbsp;	Aug 23rd 2014	Sacramento	California
6	John Cena	def. (pin)	Kane		street fight	Aug 23rd 2014	Sacramento	California
0	Sheamus	def. (pin)	Cesaro		&nbsp;	Aug 22nd 2014	Stockton	California
1	Sin Cara	def. (pin)	Fandango		&nbsp;	Aug 22nd 2014	Stockton	California
2	R-Truth	def. (pin)	Bo Dallas		&nbsp;	Aug 22nd 2014	Stockton	California
3	Jey Uso	def. (pin)	Erick Rowan		three-way tag	Aug 22nd 2014	Stockton	California
4	Emma	def. (pin)	Alicia Fox		&nbsp;	Aug 22nd 2014	Stockton	California
5	Dolph Ziggler	def. (pin)	The Miz		&nbsp;	Aug 22nd 2014	Stockton	California
6	John Cena	def. (pin)	Kane		street fight	Aug 22nd 2014	Stockton	California
0	Cesaro	def. (pin)	Kofi Kingston		dark &nbsp;	Aug 19th 2014	Phoenix	Arizona
1	Seth Rollins	def. (CO)	Jack Swagger	06:50	&nbsp;	Aug 19th 2014	Phoenix	Arizona
2	Rusev	def. (sub)	Sin Cara	01:52	&nbsp;	Aug 19th 2014	Phoenix	Arizona
3	Rob Van Dam	draw (DCO)	Randy Orton	02:56	&nbsp;	Aug 19th 2014	Phoenix	Arizona
4	Natalya	def. (sub)	Paige	03:55	&nbsp;	Aug 19th 2014	Phoenix	Arizona
5	Goldust	def. (pin)	Erick Rowan		&nbsp;	Aug 19th 2014	Phoenix	Arizona
6	Roman Reigns	def. (pin)	The Miz	02:06	&nbsp;	Aug 19th 2014	Phoenix	Arizona
0	Adam Rose	def. (pin)	Fandango		dark &nbsp;	Aug 19th 2014	Phoenix	Arizona
1	Sheamus	def. (pin)	Curtis Axel	09:31	&nbsp;	Aug 19th 2014	Phoenix	Arizona
2	Nikki Bella	def. (pin)	Emma	03:33	&nbsp;	Aug 19th 2014	Phoenix	Arizona
3	Heath Slater	def. (pin)	Diego	04:21	&nbsp;	Aug 19th 2014	Phoenix	Arizona
4	The Big Show	def. (pin)	Erick Rowan	06:31	&nbsp;	Aug 19th 2014	Phoenix	Arizona
0	Mark Henry	def. (pin)	Erick Rowan	11:37	&nbsp;	Aug 18th 2014	Las Vegas	Nevada
1	Natalya	def. (pin)	Paige	01:36	&nbsp;	Aug 18th 2014	Las Vegas	Nevada
2	The Miz	def. (CO)	Dolph Ziggler	07:07	&nbsp;	Aug 18th 2014	Las Vegas	Nevada
3	Cesaro	def. (pin)	Jack Swagger	04:33	&nbsp;	Aug 18th 2014	Las Vegas	Nevada
4	Rob Van Dam	def. (pin)	Curtis Axel	11:12	6-person tag	Aug 18th 2014	Las Vegas	Nevada
5	Goldust	def. (pin)	Jey Uso	05:56	&nbsp;	Aug 18th 2014	Las Vegas	Nevada
6	Seth Rollins	def.	Dean Ambrose	20:27	falls count anywhere	Aug 18th 2014	Las Vegas	Nevada
7	Chris Jericho	def. (pin)	Bray Wyatt		dark &nbsp;	Aug 18th 2014	Las Vegas	Nevada
0	El Torito	def. (pin)	Heath Slater		&nbsp;	Aug 18th 2014	Las Vegas	Nevada
1	Emma	def. (pin)	Alicia Fox		&nbsp;	Aug 18th 2014	Las Vegas	Nevada
0	Rob Van Dam	def. (pin)	Cesaro	08:12	dark &nbsp;	Aug 17th 2014	Los Angeles	California
1	Dolph Ziggler	def. (pin)	The Miz	07:50	&nbsp;	Aug 17th 2014	Los Angeles	California
2	Paige	def. (pin)	A. J. Lee	04:52	&nbsp;	Aug 17th 2014	Los Angeles	California
3	Rusev	def. (sub)	Jack Swagger	08:54	flag	Aug 17th 2014	Los Angeles	California
4	Seth Rollins	def. (pin)	Dean Ambrose	10:50	lumberjack	Aug 17th 2014	Los Angeles	California
5	Bray Wyatt	def. (pin)	Chris Jericho	12:56	&nbsp;	Aug 17th 2014	Los Angeles	California
6	Stephanie McMahon	def. (pin)	Brie Bella	11:06	&nbsp;	Aug 17th 2014	Los Angeles	California
7	Roman Reigns	def. (pin)	Randy Orton	16:14	&nbsp;	Aug 17th 2014	Los Angeles	California
8	Brock Lesnar	def. (pin)	John Cena	16:05	&nbsp;	Aug 17th 2014	Los Angeles	California
0	Adam Rose	def. (pin)	Xavier Woods		dark &nbsp;	Aug 12th 2014	Seattle	Washington
1	Dean Ambrose	def. (pin)	Cesaro		&nbsp;	Aug 12th 2014	Seattle	Washington
2	Dolph Ziggler	def. (pin)	Titus O&#39;Neil		&nbsp;	Aug 12th 2014	Seattle	Washington
3	Mark Henry	def. (DQ)	Luke Harper		&nbsp;	Aug 12th 2014	Seattle	Washington
4	Mark Henry	def. (pin)	Erick Rowan		&nbsp;	Aug 12th 2014	Seattle	Washington
5	Eva Marie	def. (CO)	A. J. Lee		&nbsp;	Aug 12th 2014	Seattle	Washington
6	Jack Swagger	def. (sub)	Bo Dallas		&nbsp;	Aug 12th 2014	Seattle	Washington
7	Roman Reigns	def. (pin)	The Miz		&nbsp;	Aug 12th 2014	Seattle	Washington
0	Big E	def. (pin)	Fandango		dark &nbsp;	Aug 12th 2014	Seattle	Washington
1	Seth Rollins	def. (pin)	Kofi Kingston	09:20	&nbsp;	Aug 12th 2014	Seattle	Washington
2	Jey Uso	def. (pin)	Rob Van Dam	11:43	triple-threat tag	Aug 12th 2014	Seattle	Washington
0	Emma	def. (sub)	Alicia Fox	05:34	&nbsp;	Aug 11th 2014	Portland	Oregon
1	Adam Rose	def. (pin)	Fandango	07:15	&nbsp;	Aug 11th 2014	Portland	Oregon
0	Roman Reigns	def. (DQ)	Curtis Axel	09:11	handicap tag	Aug 11th 2014	Portland	Oregon
1	Seth Rollins	def. (pin)	Rob Van Dam	07:58	&nbsp;	Aug 11th 2014	Portland	Oregon
2	Jack Swagger	def. (sub)	Cesaro	11:58	&nbsp;	Aug 11th 2014	Portland	Oregon
3	Eva Marie	def. (pin)	A. J. Lee	01:05	&nbsp;	Aug 11th 2014	Portland	Oregon
4	Heath Slater	def. (CO)	Dolph Ziggler	04:19	&nbsp;	Aug 11th 2014	Portland	Oregon
5	Randy Orton	def. (pin)	Sheamus	13:07	&nbsp;	Aug 11th 2014	Portland	Oregon
0	R-Truth	def. (pin)	Bo Dallas		&nbsp;	Aug 9th 2014	Perth	Western Australia
1	Diego	def. (pin)	Fandango		&nbsp;	Aug 9th 2014	Perth	Western Australia
2	The Miz	def. (pin)	Kofi Kingston		&nbsp;	Aug 9th 2014	Perth	Western Australia
3	Chris Jericho	def. (pin)	Bray Wyatt		6-person tag	Aug 9th 2014	Perth	Western Australia
4	Emma	def. (pin)	Alicia Fox		&nbsp;	Aug 9th 2014	Perth	Western Australia
5	Sheamus	def. (pin)	Rob Van Dam		triple-threat	Aug 9th 2014	Perth	Western Australia
6	Roman Reigns	def. (pin)	Kane		street fight	Aug 9th 2014	Perth	Western Australia
0	Rob Van Dam	def.	R-Truth		Battle Royal	Aug 8th 2014	Sydney	New South Wales
1	Emma	def. (pin)	Alicia Fox		&nbsp;	Aug 8th 2014	Sydney	New South Wales
2	Sheamus	def. (pin)	Cesaro		&nbsp;	Aug 8th 2014	Sydney	New South Wales
3	Jey Uso	def. (pin)	Erick Rowan		&nbsp;	Aug 8th 2014	Sydney	New South Wales
4	The Miz	def. (pin)	Rob Van Dam		&nbsp;	Aug 8th 2014	Sydney	New South Wales
5	Chris Jericho	def. (pin)	Bray Wyatt		&nbsp;	Aug 8th 2014	Sydney	New South Wales
6	Roman Reigns	def. (pin)	Kane		street fight	Aug 8th 2014	Sydney	New South Wales
0	Jey Uso	def. (pin)	Erick Rowan		&nbsp;	Aug 7th 2014	Melbourne	Victoria
1	R-Truth	def. (pin)	Bo Dallas		&nbsp;	Aug 7th 2014	Melbourne	Victoria
2	Diego	def. (pin)	Fandango		&nbsp;	Aug 7th 2014	Melbourne	Victoria
3	The Miz	def.	Kofi Kingston		&nbsp;	Aug 7th 2014	Melbourne	Victoria
4	Chris Jericho	def.	Bray Wyatt		&nbsp;	Aug 7th 2014	Melbourne	Victoria
5	Emma	def. (sub)	Alicia Fox		&nbsp;	Aug 7th 2014	Melbourne	Victoria
6	Sheamus	def. (pin)	Cesaro		triple-threat	Aug 7th 2014	Melbourne	Victoria
7	Roman Reigns	def. (pin)	Kane		&nbsp;	Aug 7th 2014	Melbourne	Victoria
0	Mark Henry	def.	Curtis Axel		&nbsp;	Aug 5th 2014	Laredo	Texas
1	Sin Cara	def. (pin)	Damien Sandow		&nbsp;	Aug 5th 2014	Laredo	Texas
2	Seth Rollins	def.	Dolph Ziggler		&nbsp;	Aug 5th 2014	Laredo	Texas
3	Paige	def. (sub)	Natalya		&nbsp;	Aug 5th 2014	Laredo	Texas
4	Rusev	def.	Big E		&nbsp;	Aug 5th 2014	Laredo	Texas
5	Dean Ambrose	def. (DQ)	Randy Orton		&nbsp;	Aug 5th 2014	Laredo	Texas
0	Heath Slater	def. (pin)	Goldust	04:00	&nbsp;	Aug 5th 2014	Laredo	Texas
1	A. J. Lee	def. (sub)	Summer Rae	01:52	&nbsp;	Aug 5th 2014	Laredo	Texas
2	Jack Swagger	def. (sub)	Alberto Del Rio	11:57	&nbsp;	Aug 5th 2014	Laredo	Texas
0	Cameron	def.	Emma		&nbsp;	Aug 4th 2014	Austin	Texas
1	Sheamus	def. (pin)	Titus O&#39;Neil		&nbsp;	Aug 4th 2014	Austin	Texas
0	Roman Reigns	def. (TKO)	Kane	15:05	"""Last Man Standing"""	Aug 4th 2014	Austin	Texas
1	Mark Henry	def. (pin)	Damien Sandow	00:48	&nbsp;	Aug 4th 2014	Austin	Texas
2	Dean Ambrose	def. (pin)	Alberto Del Rio	15:42	beat the clock	Aug 4th 2014	Austin	Texas
3	Rusev	def. (sub)	Sin Cara	01:10	&nbsp;	Aug 4th 2014	Austin	Texas
4	Dolph Ziggler	def. (pin)	Cesaro	02:09	&nbsp;	Aug 4th 2014	Austin	Texas
5	Goldust	def. (pin)	Curtis Axel	02:40	&nbsp;	Aug 4th 2014	Austin	Texas
6	Chris Jericho	def. (DQ)	Luke Harper	05:17	&nbsp;	Aug 4th 2014	Austin	Texas
7	Diego	def. (pin)	Fandango	00:41	&nbsp;	Aug 4th 2014	Austin	Texas
8	Bo Dallas	def. (pin)	R-Truth	01:00	&nbsp;	Aug 4th 2014	Austin	Texas
9	Heath Slater	def. (pin)	Seth Rollins	04:49	beat the clock	Aug 4th 2014	Austin	Texas
10	Dean Ambrose	def. (pin)	Bray Wyatt		dark 6-person tag	Aug 4th 2014	Austin	Texas
0	Goldust	def. (pin)	Big E		dark &nbsp;	Jul 29th 2014	Corpus Christi	Texas
1	Jack Swagger	def. (sub)	Cesaro		&nbsp;	Jul 29th 2014	Corpus Christi	Texas
2	R-Truth	def. (DQ)	Bo Dallas		&nbsp;	Jul 29th 2014	Corpus Christi	Texas
3	A. J. Lee	def. (sub)	Rosa Mendes	00:18	&nbsp;	Jul 29th 2014	Corpus Christi	Texas
4	Kane	def. (DQ)	Dean Ambrose	06:39	handicap tag	Jul 29th 2014	Corpus Christi	Texas
5	Diego	def. (pin)	Fandango	01:27	&nbsp;	Jul 29th 2014	Corpus Christi	Texas
6	Alberto Del Rio	def. (sub)	Dolph Ziggler	03:57	&nbsp;	Jul 29th 2014	Corpus Christi	Texas
7	Chris Jericho	def. (pin)	Erick Rowan		&nbsp;	Jul 29th 2014	Corpus Christi	Texas
0	Jey Uso	def. (pin)	Curtis Axel	06:56	&nbsp;	Jul 29th 2014	Corpus Christi	Texas
1	Heath Slater	def. (pin)	Tyson Kidd	04:55	&nbsp;	Jul 29th 2014	Corpus Christi	Texas
2	Dean Ambrose	def. (DQ)	Alberto Del Rio	13:04	&nbsp;	Jul 29th 2014	Corpus Christi	Texas
0	Alberto Del Rio	def. (sub)	Justin Gabriel	04:34	&nbsp;	Jul 28th 2014	Houston	Texas
1	Heath Slater	def. (pin)	Sin Cara	06:41	&nbsp;	Jul 28th 2014	Houston	Texas
0	John Cena	def. (pin)	Cesaro	13:48	&nbsp;	Jul 28th 2014	Houston	Texas
