	winner	outcome	loser	duration	matchtype	date	city	state
1	Diamond Dallas Page	def. (pin)	Haku		&nbsp;	Mar 4th 2002	Kuala Lumpur	Federal Territory
2	Edge	def. (DQ)	William Regal		&nbsp;	Mar 4th 2002	Kuala Lumpur	Federal Territory
3	Lita	def. (pin)	Mighty Molly		&nbsp;	Mar 4th 2002	Kuala Lumpur	Federal Territory
4	Billy	def. (pin)	Jeff Hardy		&nbsp;	Mar 4th 2002	Kuala Lumpur	Federal Territory
5	Tajiri	def. (pin)	Billy Kidman		&nbsp;	Mar 4th 2002	Kuala Lumpur	Federal Territory
6	Kane	def. (pin)	Bubba Ray Dudley		&nbsp;	Mar 4th 2002	Kuala Lumpur	Federal Territory
7	Chris Jericho	def. (pin)	The Rock		&nbsp;	Mar 4th 2002	Kuala Lumpur	Federal Territory
0	Albert	def. (pin)	Big Boss Man		&nbsp;	Mar 3rd 2002	Fort Worth	Texas
1	Booker T.	def. (pin)	Rob Van Dam		&nbsp;	Mar 3rd 2002	Fort Worth	Texas
2	Bradshaw	def. (pin)	Christian		&nbsp;	Mar 3rd 2002	Fort Worth	Texas
3	Jazz	def. (pin)	Trish Stratus		&nbsp;	Mar 3rd 2002	Fort Worth	Texas
4	Triple H	def. (pin)	Kurt Angle		&nbsp;	Mar 3rd 2002	Fort Worth	Texas
5	X-Pac	def. (pin)	Spike Dudley		&nbsp;	Mar 3rd 2002	Fort Worth	Texas
6	Val Venis	def. (pin)	Test		&nbsp;	Mar 3rd 2002	Fort Worth	Texas
7	The Undertaker	def. (pin)	Rikishi		&nbsp;	Mar 3rd 2002	Fort Worth	Texas
8	Steve Austin	def. (pin)	Scott Hall		&nbsp;	Mar 3rd 2002	Fort Worth	Texas
0	William Regal	def. (pin)	Edge		&nbsp;	Mar 3rd 2002	Kallang	Singapore
1	Lita	def. (pin)	Mighty Molly		&nbsp;	Mar 3rd 2002	Kallang	Singapore
2	Diamond Dallas Page	def. (pin)	Haku		&nbsp;	Mar 3rd 2002	Kallang	Singapore
3	The Hurricane	def. (pin)	Funaki		&nbsp;	Mar 3rd 2002	Kallang	Singapore
4	Billy	def. (pin)	Jeff Hardy		&nbsp;	Mar 3rd 2002	Kallang	Singapore
5	Tajiri	def. (pin)	Billy Kidman		&nbsp;	Mar 3rd 2002	Kallang	Singapore
6	Kane	def. (pin)	Bubba Ray Dudley		&nbsp;	Mar 3rd 2002	Kallang	Singapore
7	Chris Jericho	def. (pin)	The Rock		&nbsp;	Mar 3rd 2002	Kallang	Singapore
0	Albert	def. (pin)	Big Boss Man		&nbsp;	Mar 2nd 2002	Lake Charles	Louisiana
1	Booker T.	def. (pin)	Rob Van Dam		&nbsp;	Mar 2nd 2002	Lake Charles	Louisiana
2	Bradshaw	def. (pin)	Christian		&nbsp;	Mar 2nd 2002	Lake Charles	Louisiana
3	Jazz	def. (pin)	Trish Stratus		&nbsp;	Mar 2nd 2002	Lake Charles	Louisiana
4	Triple H	def. (pin)	Kurt Angle		&nbsp;	Mar 2nd 2002	Lake Charles	Louisiana
5	X-Pac	def. (pin)	Spike Dudley		&nbsp;	Mar 2nd 2002	Lake Charles	Louisiana
6	Val Venis	def. (pin)	Test		&nbsp;	Mar 2nd 2002	Lake Charles	Louisiana
7	The Undertaker	def. (pin)	Rikishi		&nbsp;	Mar 2nd 2002	Lake Charles	Louisiana
8	Steve Austin	def. (pin)	Scott Hall		&nbsp;	Mar 2nd 2002	Lake Charles	Louisiana
0	Bubba the Love Sponge	def. (pin)	Mike Moran		&nbsp;	Mar 1st 2002	Tampa	Florida
1	Albert	def. (pin)	Big Boss Man		&nbsp;	Mar 1st 2002	Tampa	Florida
2	X-Pac	def. (pin)	Spike Dudley		&nbsp;	Mar 1st 2002	Tampa	Florida
3	Booker T.	def. (pin)	Rob Van Dam		&nbsp;	Mar 1st 2002	Tampa	Florida
4	Jazz	def. (pin)	Trish Stratus		&nbsp;	Mar 1st 2002	Tampa	Florida
5	Triple H	def. (pin)	Kurt Angle		&nbsp;	Mar 1st 2002	Tampa	Florida
6	Bradshaw	def. (pin)	Christian		&nbsp;	Mar 1st 2002	Tampa	Florida
7	Val Venis	def. (pin)	Test		&nbsp;	Mar 1st 2002	Tampa	Florida
8	Hulk Hogan	def. (pin)	Rikishi		&nbsp;	Mar 1st 2002	Tampa	Florida
9	Steve Austin	def. (pin)	Scott Hall		&nbsp;	Mar 1st 2002	Tampa	Florida
0	William Regal	def. (pin)	Edge	14:41	&nbsp;	Mar 1st 2002	Yokohama	Kanagawa
1	Lita	def. (pin)	Mighty Molly	06:26	&nbsp;	Mar 1st 2002	Yokohama	Kanagawa
2	Diamond Dallas Page	def. (pin)	Haku	05:37	&nbsp;	Mar 1st 2002	Yokohama	Kanagawa
3	Funaki	def. (pin)	The Hurricane	09:00	&nbsp;	Mar 1st 2002	Yokohama	Kanagawa
4	Billy	def. (pin)	Jeff Hardy	09:20	&nbsp;	Mar 1st 2002	Yokohama	Kanagawa
5	Tajiri	def. (pin)	Billy Kidman	11:38	&nbsp;	Mar 1st 2002	Yokohama	Kanagawa
6	Kane	def. (pin)	Bubba Ray Dudley	11:08	&nbsp;	Mar 1st 2002	Yokohama	Kanagawa
7	Chris Jericho	def. (pin)	The Rock	20:53	&nbsp;	Mar 1st 2002	Yokohama	Kanagawa
0	Bubba Ray Dudley	def. (pin)	Jeff Hardy		6-person tag	Feb 26th 2002	Boston	Massachusetts
1	The Big Show	def.	William Regal		&nbsp;	Feb 26th 2002	Boston	Massachusetts
2	Maven	def.	Goldust		hardcore	Feb 26th 2002	Boston	Massachusetts
3	The Undertaker	draw (NC)	Al Snow		&nbsp;	Feb 26th 2002	Boston	Massachusetts
4	Goldust	def. (pin)	Maven		hardcore	Feb 26th 2002	Boston	Massachusetts
5	Booker T.	def.	Scotty Too Hotty		&nbsp;	Feb 26th 2002	Boston	Massachusetts
6	Kane	def.	Chris Jericho		&nbsp;	Feb 26th 2002	Boston	Massachusetts
0	Rikishi	def.	Perry Saturn		&nbsp;	Feb 26th 2002	Boston	Massachusetts
1	Test	def.	The Hurricane		&nbsp;	Feb 26th 2002	Boston	Massachusetts
2	Rob Van Dam	def.	Lance Storm		&nbsp;	Feb 26th 2002	Boston	Massachusetts
3	Edge	def. (DQ)	Mr. Perfect	03:53	&nbsp;	Feb 26th 2002	Boston	Massachusetts
0	Billy	def.	Jeff Hardy		&nbsp;	Feb 25th 2002	Providence	Rhode Island
1	Rob Van Dam	def. (pin)	Lance Storm		triple-threat	Feb 25th 2002	Providence	Rhode Island
2	Booker T.	def.	Rikishi		&nbsp;	Feb 25th 2002	Providence	Rhode Island
3	Jazz	def.	Molly Holly		&nbsp;	Feb 25th 2002	Providence	Rhode Island
4	Chris Jericho	def. (pin)	Kurt Angle		&nbsp;	Feb 25th 2002	Providence	Rhode Island
5	Steve Austin	def.	Mr. Perfect		&nbsp;	Feb 25th 2002	Providence	Rhode Island
0	Edge	def.	Test		&nbsp;	Feb 25th 2002	Providence	Rhode Island
1	Bubba Ray Dudley	def. (pin)	Spike Dudley		&nbsp;	Feb 25th 2002	Providence	Rhode Island
2	Goldust	def.	Tajiri		&nbsp;	Feb 25th 2002	Providence	Rhode Island
3	Albert	def.	Perry Saturn		&nbsp;	Feb 25th 2002	Providence	Rhode Island
0	Edge	def. (pin)	Lance Storm		&nbsp;	Feb 24th 2002	Manchester	New Hampshire
1	Mr. Perfect	def. (pin)	Rob Van Dam		&nbsp;	Feb 24th 2002	Manchester	New Hampshire
2	Billy	def. (pin)	Albert		&nbsp;	Feb 24th 2002	Manchester	New Hampshire
3	Steve Austin	def. (pin)	Scott Hall		&nbsp;	Feb 24th 2002	Manchester	New Hampshire
4	Kane	def. (pin)	Test		&nbsp;	Feb 24th 2002	Manchester	New Hampshire
5	Diamond Dallas Page	def. (pin)	Christian		&nbsp;	Feb 24th 2002	Manchester	New Hampshire
6	Jeff Hardy	def. (pin)	Bubba Ray Dudley		&nbsp;	Feb 24th 2002	Manchester	New Hampshire
7	Booker T.	def. (pin)	Rikishi		&nbsp;	Feb 24th 2002	Manchester	New Hampshire
8	Triple H	def. (pin)	Kurt Angle		&nbsp;	Feb 24th 2002	Manchester	New Hampshire
0	Edge	def. (pin)	Lance Storm		&nbsp;	Feb 23rd 2002	Buffalo	New York
1	Mr. Perfect	def. (pin)	Rob Van Dam		&nbsp;	Feb 23rd 2002	Buffalo	New York
2	Billy	def. (pin)	Albert		&nbsp;	Feb 23rd 2002	Buffalo	New York
3	Rikishi	def. (pin)	Booker T.		&nbsp;	Feb 23rd 2002	Buffalo	New York
4	Diamond Dallas Page	def. (pin)	Christian		&nbsp;	Feb 23rd 2002	Buffalo	New York
5	Triple H	def. (pin)	Kurt Angle		&nbsp;	Feb 23rd 2002	Buffalo	New York
6	Jeff Hardy	def. (pin)	Bubba Ray Dudley		&nbsp;	Feb 23rd 2002	Buffalo	New York
7	Test	def. (pin)	Kane		&nbsp;	Feb 23rd 2002	Buffalo	New York
8	Steve Austin	def. (pin)	Scott Hall		&nbsp;	Feb 23rd 2002	Buffalo	New York
0	Kane	def.	Kurt Angle		&nbsp;	Feb 19th 2002	Rockford	Illinois
1	Edge	def. (sub)	Christian		&nbsp;	Feb 19th 2002	Rockford	Illinois
2	Jeff Hardy	def.	Bubba Ray Dudley		6-person tag	Feb 19th 2002	Rockford	Illinois
3	Billy	def.	Spike Dudley		&nbsp;	Feb 19th 2002	Rockford	Illinois
4	Triple H	draw (NC)	The Undertaker		&nbsp;	Feb 19th 2002	Rockford	Illinois
0	Tajiri	def.	The Hurricane		&nbsp;	Feb 19th 2002	Rockford	Illinois
1	Test	def.	The Godfather		&nbsp;	Feb 19th 2002	Rockford	Illinois
2	Booker T.	def.	Val Venis		&nbsp;	Feb 19th 2002	Rockford	Illinois
3	William Regal	def.	Rikishi		&nbsp;	Feb 19th 2002	Rockford	Illinois
0	Jeff Hardy	def.	Christian		&nbsp;	Feb 18th 2002	Chicago	Illinois
1	Kane	def.	Mr. Perfect		&nbsp;	Feb 18th 2002	Chicago	Illinois
2	Booker T.	def.	The Godfather		&nbsp;	Feb 18th 2002	Chicago	Illinois
3	Edge	def.	Goldust		&nbsp;	Feb 18th 2002	Chicago	Illinois
4	Triple H	def. (pin)	Kurt Angle		&nbsp;	Feb 18th 2002	Chicago	Illinois
0	Bubba Ray Dudley	def.	Sho Funaki		&nbsp;	Feb 18th 2002	Chicago	Illinois
1	Test	def.	Crash Holly		&nbsp;	Feb 18th 2002	Chicago	Illinois
2	Val Venis	def.	Scotty Too Hotty		&nbsp;	Feb 18th 2002	Chicago	Illinois
3	Big Boss Man	def.	Michael Shane		&nbsp;	Feb 18th 2002	Chicago	Illinois
0	Diamond Dallas Page	def.	Big Boss Man		&nbsp;	Feb 17th 2002	Milwaukee	Wisconsin
0	Christian	def. (pin)	Albert	02:56	tag team turmoil	Feb 17th 2002	Milwaukee	Wisconsin
1	Jeff Hardy	def. (pin)	Christian	02:44	tag team turmoil	Feb 17th 2002	Milwaukee	Wisconsin
2	Jeff Hardy	def. (pin)	Bubba Ray Dudley	04:16	tag team turmoil	Feb 17th 2002	Milwaukee	Wisconsin
3	Billy	def. (pin)	Jeff Hardy	00:21	tag team turmoil	Feb 17th 2002	Milwaukee	Wisconsin
4	Bradshaw	def. (pin)	Billy	03:48	tag team turmoil	Feb 17th 2002	Milwaukee	Wisconsin
5	Rob Van Dam	def. (pin)	Goldust	11:06	&nbsp;	Feb 17th 2002	Milwaukee	Wisconsin
6	Spike Dudley	def. (sub)	Booker T.	07:17	&nbsp;	Feb 17th 2002	Milwaukee	Wisconsin
7	William Regal	def. (pin)	Edge	10:25	"""Brass Knuckles On A Pole"""	Feb 17th 2002	Milwaukee	Wisconsin
8	The Rock	def. (pin)	The Undertaker	17:25	&nbsp;	Feb 17th 2002	Milwaukee	Wisconsin
9	Kurt Angle	def. (pin)	Triple H	14:40	&nbsp;	Feb 17th 2002	Milwaukee	Wisconsin
10	Chris Jericho	def. (pin)	Steve Austin	21:34	&nbsp;	Feb 17th 2002	Milwaukee	Wisconsin
0	Rikishi	def. (pin)	Mr. Perfect		&nbsp;	Feb 16th 2002	Green Bay	Wisconsin
1	Brock Lesnar	def. (pin)	Randy Orton		&nbsp;	Feb 16th 2002	Green Bay	Wisconsin
2	Jazz	def. (pin)	Lita		&nbsp;	Feb 16th 2002	Green Bay	Wisconsin
3	Funaki	def. (pin)	Perry Saturn		&nbsp;	Feb 16th 2002	Green Bay	Wisconsin
4	Kane	def. (pin)	Big Boss Man		&nbsp;	Feb 16th 2002	Green Bay	Wisconsin
5	Diamond Dallas Page	def. (pin)	Val Venis		&nbsp;	Feb 16th 2002	Green Bay	Wisconsin
6	Spike Dudley	def. (pin)	Booker T.		&nbsp;	Feb 16th 2002	Green Bay	Wisconsin
7	William Regal	def. (pin)	Edge		no disqualification	Feb 16th 2002	Green Bay	Wisconsin
8	Jeff Hardy	def. (pin)	Albert		tag team turmoil	Feb 16th 2002	Green Bay	Wisconsin
0	Spike Dudley	def. (pin)	Booker T.	03:11	&nbsp;	Feb 12th 2002	Little Rock	Arkansas
1	Billy	def. (pin)	Bradshaw	02:07	&nbsp;	Feb 12th 2002	Little Rock	Arkansas
2	William Regal	def. (pin)	Val Venis	00:59	&nbsp;	Feb 12th 2002	Little Rock	Arkansas
3	Goldust	def. (pin)	Tajiri	02:00	&nbsp;	Feb 12th 2002	Little Rock	Arkansas
4	Kane	def. (DQ)	Chris Jericho	01:45	&nbsp;	Feb 12th 2002	Little Rock	Arkansas
5	Maven	def. (DQ)	Kurt Angle	09:04	&nbsp;	Feb 12th 2002	Little Rock	Arkansas
0	Diamond Dallas Page	def.	Christian		&nbsp;	Feb 12th 2002	Little Rock	Arkansas
1	Jazz	def.	Molly Holly		&nbsp;	Feb 12th 2002	Little Rock	Arkansas
2	Rikishi	def.	Big Boss Man		&nbsp;	Feb 12th 2002	Little Rock	Arkansas
3	Albert	def.	Bubba Ray Dudley		&nbsp;	Feb 12th 2002	Little Rock	Arkansas
0	Chris Jericho	def. (pin)	Edge	03:57	&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
1	Goldust	def. (DQ)	Rikishi		&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
2	Kurt Angle	def. (sub)	The Godfather	01:10	&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
3	Steve Austin	def. (DQ)	The Undertaker	04:49	&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
4	Booker T.	def. (pin)	Tazz	02:13	&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
5	Stacy Keibler	def. (pin)	Torrie Wilson	01:17	bikini	Feb 11th 2002	Jonesboro	Arkansas
6	Rob Van Dam	def. (pin)	Christian	06:28	&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
0	Billy	def.	Albert		&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
1	Val Venis	def.	Crash Holly		&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
2	Lance Storm	def.	Sho Funaki		&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
3	Big Boss Man	def.	Perry Saturn		&nbsp;	Feb 11th 2002	Jonesboro	Arkansas
0	Crash Holly	def. (pin)	Lance Storm		&nbsp;	Feb 10th 2002	El Paso	Texas
1	Jazz	def. (pin)	Lita		&nbsp;	Feb 10th 2002	El Paso	Texas
2	Kane	def. (pin)	Big Boss Man		&nbsp;	Feb 10th 2002	El Paso	Texas
3	Chavo Guerrero	def. (pin)	Rico Constantino		&nbsp;	Feb 10th 2002	El Paso	Texas
4	Triple H	def. (pin)	Booker T.		&nbsp;	Feb 10th 2002	El Paso	Texas
5	Diamond Dallas Page	def. (DQ)	Haku		&nbsp;	Feb 10th 2002	El Paso	Texas
6	Bubba Ray Dudley	def.	Jeff Hardy		tag team tables	Feb 10th 2002	El Paso	Texas
7	Rikishi	def. (pin)	Val Venis		&nbsp;	Feb 10th 2002	El Paso	Texas
8	Steve Austin	def. (DQ)	Chris Jericho		&nbsp;	Feb 10th 2002	El Paso	Texas
0	Tajiri	def. (pin)	Billy Kidman		&nbsp;	Feb 10th 2002	Springfield	Missouri
1	Funaki	def. (pin)	Spike Dudley		&nbsp;	Feb 10th 2002	Springfield	Missouri
2	Jacqueline	def. (pin)	Victoria		&nbsp;	Feb 10th 2002	Springfield	Missouri
3	Christian	def. (pin)	Randy Orton		&nbsp;	Feb 10th 2002	Springfield	Missouri
4	Bradshaw	def. (pin)	The Undertaker		&nbsp;	Feb 10th 2002	Springfield	Missouri
5	Brock Lesnar	def. (pin)	Mr. Perfect		&nbsp;	Feb 10th 2002	Springfield	Missouri
6	William Regal	def. (pin)	Edge		no disqualification	Feb 10th 2002	Springfield	Missouri
7	Albert	def. (pin)	Billy		&nbsp;	Feb 10th 2002	Springfield	Missouri
8	Rob Van Dam	def. (pin)	Test		&nbsp;	Feb 10th 2002	Springfield	Missouri
0	Chavo Guerrero	def. (pin)	Rico Constantino		&nbsp;	Feb 9th 2002	Albuquerque	New Mexico
1	Crash Holly	def. (pin)	Lance Storm		&nbsp;	Feb 9th 2002	Albuquerque	New Mexico
2	Jazz	def. (pin)	Lita		&nbsp;	Feb 9th 2002	Albuquerque	New Mexico
3	Kane	def. (pin)	Big Boss Man		&nbsp;	Feb 9th 2002	Albuquerque	New Mexico
4	Bubba Ray Dudley	def.	Jeff Hardy		tag team tables	Feb 9th 2002	Albuquerque	New Mexico
5	Diamond Dallas Page	def. (pin)	Haku		&nbsp;	Feb 9th 2002	Albuquerque	New Mexico
6	Rikishi	def. (pin)	Val Venis		&nbsp;	Feb 9th 2002	Albuquerque	New Mexico
7	Triple H	def. (pin)	Booker T.		&nbsp;	Feb 9th 2002	Albuquerque	New Mexico
8	Steve Austin	def. (DQ)	Chris Jericho		&nbsp;	Feb 9th 2002	Albuquerque	New Mexico
0	Tajiri	def. (pin)	Billy Kidman		&nbsp;	Feb 9th 2002	Rolla	Missouri
1	Jacqueline	def. (pin)	Victoria		&nbsp;	Feb 9th 2002	Rolla	Missouri
2	Spike Dudley	def. (pin)	Funaki		&nbsp;	Feb 9th 2002	Rolla	Missouri
3	Christian	def. (pin)	Randy Orton		&nbsp;	Feb 9th 2002	Rolla	Missouri
4	Bradshaw	def. (pin)	The Undertaker		&nbsp;	Feb 9th 2002	Rolla	Missouri
5	Mr. Perfect	def. (pin)	Brock Lesnar		&nbsp;	Feb 9th 2002	Rolla	Missouri
6	Albert	def. (pin)	Billy		&nbsp;	Feb 9th 2002	Rolla	Missouri
7	William Regal	def. (pin)	Edge		&nbsp;	Feb 9th 2002	Rolla	Missouri
8	Rob Van Dam	def. (pin)	Test		&nbsp;	Feb 9th 2002	Rolla	Missouri
0	The Rock	def. (pin)	Booker T.	04:29	&nbsp;	Feb 5th 2002	Los Angeles	California
1	Bubba Ray Dudley	def. (pin)	Edge	05:07	6-person tag	Feb 5th 2002	Los Angeles	California
2	Maven	def. (pin)	The Undertaker	05:34	hardcore	Feb 5th 2002	Los Angeles	California
3	Chris Jericho	def. (pin)	Triple H	06:43	handicap tag	Feb 5th 2002	Los Angeles	California
0	Lance Storm	def.	Tajiri		&nbsp;	Feb 5th 2002	Los Angeles	California
1		def. (pin)		02:55	&nbsp;	Feb 5th 2002	Los Angeles	California
2	Scotty Too Hotty	def. (pin)	The Hurricane	02:39	&nbsp;	Feb 5th 2002	Los Angeles	California
3	Kane	def. (pin)	Christian	04:34	&nbsp;	Feb 5th 2002	Los Angeles	California
0	Triple H	def. (DQ)	Booker T.	02:30	&nbsp;	Feb 4th 2002	Las Vegas	Nevada
1	Rob Van Dam	def. (pin)	Bubba Ray Dudley	03:23	&nbsp;	Feb 4th 2002	Las Vegas	Nevada
2	Spike Dudley	def. (pin)	Bradshaw	04:48	triple-threat tag elimination	Feb 4th 2002	Las Vegas	Nevada
3	William Regal	def. (DQ)	Rikishi	04:06	&nbsp;	Feb 4th 2002	Las Vegas	Nevada
4	Jazz	def. (pin)	Trish Stratus	03:39	&nbsp;	Feb 4th 2002	Las Vegas	Nevada
5	Chris Jericho	def. (pin)	Steve Austin	13:25	&nbsp;	Feb 4th 2002	Las Vegas	Nevada
0	Christian	def.	The Hurricane		&nbsp;	Feb 4th 2002	Las Vegas	Nevada
1	Albert	def.	Crash Holly		&nbsp;	Feb 4th 2002	Las Vegas	Nevada
2	Tajiri	def.	Jason Partain		&nbsp;	Feb 4th 2002	Las Vegas	Nevada
0	Diamond Dallas Page	def. (pin)	Christian		&nbsp;	Feb 3rd 2002	Seattle	Washington
1	Jacqueline	def. (pin)	Mighty Molly	05:35	&nbsp;	Feb 3rd 2002	Seattle	Washington
2	Val Venis	def. (pin)	Ron Waterman	06:49	&nbsp;	Feb 3rd 2002	Seattle	Washington
3	The Hurricane	def. (pin)	Funaki	08:24	&nbsp;	Feb 3rd 2002	Seattle	Washington
4	Albert	def. (pin)	Jeff Hardy	13:57	three-way tag elimination	Feb 3rd 2002	Seattle	Washington
5	Tajiri	def. (pin)	Billy Kidman	06:05	&nbsp;	Feb 3rd 2002	Seattle	Washington
6	Rob Van Dam	def. (pin)	Lance Storm	06:27	&nbsp;	Feb 3rd 2002	Seattle	Washington
7	Kane	def. (pin)	Test	04:30	&nbsp;	Feb 3rd 2002	Seattle	Washington
8	Chris Jericho	def. (DQ)	Triple H	16:26	&nbsp;	Feb 3rd 2002	Seattle	Washington
0	Spike Dudley	def. (pin)	Rico Constantino		&nbsp;	Feb 3rd 2002	Reno	Nevada
1	Brock Lesnar	def. (pin)	Perry Saturn		&nbsp;	Feb 3rd 2002	Reno	Nevada
2	Billy	def. (pin)	Bradshaw		&nbsp;	Feb 3rd 2002	Reno	Nevada
3	William Regal	def. (pin)	Edge		&nbsp;	Feb 3rd 2002	Reno	Nevada
4	The Undertaker	def. (pin)	The Big Show		hardcore	Feb 3rd 2002	Reno	Nevada
5	Big Boss Man	def. (pin)	Crash Holly		&nbsp;	Feb 3rd 2002	Reno	Nevada
6	Trish Stratus	def. (pin)	Jazz		&nbsp;	Feb 3rd 2002	Reno	Nevada
7	Kurt Angle	def. (sub)	Rikishi		&nbsp;	Feb 3rd 2002	Reno	Nevada
8	Steve Austin	def. (pin)	Booker T.		&nbsp;	Feb 3rd 2002	Reno	Nevada
0	Tajiri	def. (pin)	Billy Kidman		&nbsp;	Feb 2nd 2002	Vancouver	British Columbia
1	The Hurricane	def. (pin)	Funaki		&nbsp;	Feb 2nd 2002	Vancouver	British Columbia
2	Val Venis	def. (pin)	Ron Waterman		&nbsp;	Feb 2nd 2002	Vancouver	British Columbia
3	Mighty Molly	def. (pin)	Jacqueline		&nbsp;	Feb 2nd 2002	Vancouver	British Columbia
4	Jeff Hardy	def. (pin)	Albert		three-way tag elimination	Feb 2nd 2002	Vancouver	British Columbia
5	Lance Storm	def. (pin)	Rob Van Dam		&nbsp;	Feb 2nd 2002	Vancouver	British Columbia
6	Diamond Dallas Page	def. (pin)	Christian		&nbsp;	Feb 2nd 2002	Vancouver	British Columbia
7	Test	def. (pin)	Kane		&nbsp;	Feb 2nd 2002	Vancouver	British Columbia
8	Chris Jericho	def. (DQ)	Triple H		&nbsp;	Feb 2nd 2002	Vancouver	British Columbia
0	Spike Dudley	def. (pin)	Rico Constantino		&nbsp;	Feb 2nd 2002	Tucson	Arizona
1	Brock Lesnar	def. (pin)	Perry Saturn		&nbsp;	Feb 2nd 2002	Tucson	Arizona
2	Billy	def. (pin)	Bradshaw		&nbsp;	Feb 2nd 2002	Tucson	Arizona
3	The Undertaker	def. (pin)	The Big Show		hardcore	Feb 2nd 2002	Tucson	Arizona
4	Big Boss Man	def. (pin)	Crash Holly		&nbsp;	Feb 2nd 2002	Tucson	Arizona
5	Trish Stratus	def. (pin)	Jazz		&nbsp;	Feb 2nd 2002	Tucson	Arizona
6	William Regal	def. (pin)	Edge		&nbsp;	Feb 2nd 2002	Tucson	Arizona
7	Kurt Angle	def. (sub)	Rikishi		&nbsp;	Feb 2nd 2002	Tucson	Arizona
8	Steve Austin	def. (pin)	Booker T.		&nbsp;	Feb 2nd 2002	Tucson	Arizona
0	Chris Jericho	def. (pin)	Tazz	02:35	&nbsp;	Jan 29th 2002	Norfolk	Virginia
1	Diamond Dallas Page	def. (pin)	Christian	04:03	&nbsp;	Jan 29th 2002	Norfolk	Virginia
2	Edge	def. (pin)	Bubba Ray Dudley	03:51	&nbsp;	Jan 29th 2002	Norfolk	Virginia
3	Bradshaw	def. (pin)	Booker T.	02:39	&nbsp;	Jan 29th 2002	Norfolk	Virginia
4	The Rock	def. (DQ)	Kurt Angle	08:51	&nbsp;	Jan 29th 2002	Norfolk	Virginia
0	The Godfather	def.	Sho Funaki		&nbsp;	Jan 29th 2002	Norfolk	Virginia
1	Lance Storm	def.	The Hurricane		&nbsp;	Jan 29th 2002	Norfolk	Virginia
2	Val Venis	def.	Perry Saturn		&nbsp;	Jan 29th 2002	Norfolk	Virginia
3	Big Boss Man	def.	Crash Holly		&nbsp;	Jan 29th 2002	Norfolk	Virginia
4	Tajiri	def.	Scotty Too Hotty		&nbsp;	Jan 29th 2002	Norfolk	Virginia
0	Kane	def. (pin)	The Big Show		&nbsp;	Jan 28th 2002	Richmond	Virginia
1	Rob Van Dam	def. (DQ)	William Regal		&nbsp;	Jan 28th 2002	Richmond	Virginia
2	Diamond Dallas Page	def. (pin)	Christian		&nbsp;	Jan 28th 2002	Richmond	Virginia
3	Chris Jericho	def. (sub)	Maven	03:22	&nbsp;	Jan 28th 2002	Richmond	Virginia
4	Billy	def. (pin)	Bradshaw		6-person tag	Jan 28th 2002	Richmond	Virginia
5	Booker T.	def. (pin)	Triple H		&nbsp;	Jan 28th 2002	Richmond	Virginia
6	Steve Austin	def. (pin)	Kurt Angle		&nbsp;	Jan 28th 2002	Richmond	Virginia
0	Spike Dudley	def.	Crash Holly		&nbsp;	Jan 28th 2002	Richmond	Virginia
1	Val Venis	def. (pin)	Tajiri		&nbsp;	Jan 28th 2002	Richmond	Virginia
2	Big Boss Man	def.	The Hurricane		&nbsp;	Jan 28th 2002	Richmond	Virginia
3	Albert	def.	Pat Cusick		&nbsp;	Jan 28th 2002	Richmond	Virginia
0	Tajiri	def. (pin)	Billy Kidman		&nbsp;	Jan 27th 2002	Hershey	Pennsylvania
1	Brock Lesnar	def. (pin)	Raven		&nbsp;	Jan 27th 2002	Hershey	Pennsylvania
2	Trish Stratus	def. (pin)	Jazz		&nbsp;	Jan 27th 2002	Hershey	Pennsylvania
3	William Regal	def. (pin)	Test		&nbsp;	Jan 27th 2002	Hershey	Pennsylvania
4	Steve Austin	def. (pin)	Booker T.		&nbsp;	Jan 27th 2002	Hershey	Pennsylvania
5	Diamond Dallas Page	def. (pin)	Lance Storm		&nbsp;	Jan 27th 2002	Hershey	Pennsylvania
6	Billy	def. (pin)	Albert		&nbsp;	Jan 27th 2002	Hershey	Pennsylvania
7	Kurt Angle	def. (sub)	Rikishi		&nbsp;	Jan 27th 2002	Hershey	Pennsylvania
8	Chris Jericho	def. (DQ)	Triple H		&nbsp;	Jan 27th 2002	Hershey	Pennsylvania
0	Spike Dudley	def. (pin)	Ron Waterman		&nbsp;	Jan 27th 2002	Charlottesville	Virginia
1	Justin Credible	def. (pin)	Randy Orton		&nbsp;	Jan 27th 2002	Charlottesville	Virginia
2	Perry Saturn	def. (pin)	Rico Constantino		&nbsp;	Jan 27th 2002	Charlottesville	Virginia
3	The Hurricane	def. (pin)	Crash Holly		&nbsp;	Jan 27th 2002	Charlottesville	Virginia
4	Kane	def. (pin)	The Big Show		&nbsp;	Jan 27th 2002	Charlottesville	Virginia
5	The Undertaker	def. (pin)	Rob Van Dam		hardcore	Jan 27th 2002	Charlottesville	Virginia
